Crime_ID,FIR_Number,Date_Time,Date,Time,Hour,Day_of_Week,Month,Year,Province,City,Area,Location,Police_Station,Latitude,Longitude,Crime_Type,Crime_Category,Weapon_Used,Victim_Gender,Victim_Age,Suspect_Gender,Suspect_Age,Suspect_Count,Arrest_Status
PK-002793,FIR-0042/2023,2023-02-10 08:13:19,2023-02-10,08:13:19,8,Friday,February,2023,Punjab,Multan,Multan Cantt,Main Multan Cantt Bazaar,Cantt PS,30.210585,71.448758,Hurt / Assault,Violent,Firearm,Female,40,Male,25.0,2.0,Arrested
PK-002794,FIR-0020/2023,2023-02-10 20:31:15,2023-02-10,20:31:15,20,Friday,February,2023,Punjab,Bahawalpur,Model Town,Near Model Town Petrol Pump,Model Town PS,29.41872,71.67143,Theft,Property,Not Used,Female,20,Unknown,,,Under Investigation
PK-002795,FIR-0036/2023,2023-02-10 21:40:28,2023-02-10,21:40:28,21,Friday,February,2023,Balochistan,Quetta,University Town,Near University Town Chowk,University Town PS,30.191219,66.977367,Theft,Property,Not Used,Female,40,Unknown,,,Pending
PK-002796,FIR-0069/2023,2023-02-10 22:04:42,2023-02-10,22:04:42,22,Friday,February,2023,Punjab,Bahawalpur,Old City,Street near Old City Mosque,Old City PS,29.378859,71.66734,Robbery,Property,Firearm,Female,44,Male,14.0,5.0,Released on Bail
PK-002797,FIR-0041/2023,2023-02-11 07:44:05,2023-02-11,07:44:05,7,Saturday,February,2023,Sindh,Karachi,Clifton,Clifton Service Road,Clifton PS,24.806665,67.024916,Drug Possession,Drug,Not Used,Male,49,Male,32.0,2.0,Arrested
PK-002798,FIR-0038/2023,2023-02-11 15:26:36,2023-02-11,15:26:36,15,Saturday,February,2023,Sindh,Hyderabad,Civil Lines,"Block 2, Civil Lines",Civil Lines PS,25.411993,68.346062,Theft,Property,Not Used,Female,30,Unknown,,,Under Investigation
PK-002799,FIR-0211/2023,2023-02-11 16:22:30,2023-02-11,16:22:30,16,Saturday,February,2023,Punjab,Rawalpindi,Cantt,Main Cantt Bazaar,Cantt PS,33.551619,73.014502,Theft,Property,Not Used,Female,37,Male,24.0,2.0,Pending
PK-002800,FIR-0077/2023,2023-02-11 19:08:52,2023-02-11,19:08:52,19,Saturday,February,2023,Sindh,Sukkur,Old City,Street near Old City Mosque,Old City PS,27.724866,68.831368,Theft,Property,Not Used,Male,30,Unknown,,,Pending
PK-002801,FIR-0010/2023,2023-02-11 20:01:29,2023-02-11,20:01:29,20,Saturday,February,2023,Punjab,Multan,Chowk Kumharanwala,Near Chowk Kumharanwala Chowk,City PS,30.196051,71.475493,Theft,Property,Not Used,Male,35,Unknown,,,Pending
PK-002802,FIR-0106/2023,2023-02-11 21:27:54,2023-02-11,21:27:54,21,Saturday,February,2023,KPK,Peshawar,Mall Road,Main Mall Road Bazaar,Mall Road PS,34.032471,71.516102,Theft,Property,Not Used,Female,35,Male,26.0,2.0,Pending
PK-002803,FIR-0046/2023,2023-02-12 00:01:46,2023-02-12,00:01:46,0,Sunday,February,2023,Punjab,Multan,Chowk Kumharanwala,"Block 7, Chowk Kumharanwala",City PS,30.194415,71.464199,Attempted Murder,Violent,Knife,Male,60,Male,37.0,1.0,Under Investigation
PK-002804,FIR-0014/2023,2023-02-12 09:27:40,2023-02-12,09:27:40,9,Sunday,February,2023,Balochistan,Turbat,Airport Road,"House #841, Airport Road",Airport Road PS,25.990818,63.05722,Hurt / Assault,Violent,Knife,Male,57,Male,33.0,1.0,Pending
PK-002805,FIR-0056/2023,2023-02-12 17:16:56,2023-02-12,17:16:56,17,Sunday,February,2023,Punjab,Rawalpindi,Model Town,"Sector A, Model Town",Model Town PS,33.569025,73.043151,Burglary,Property,Not Used,Female,39,Male,32.0,1.0,Arrested
PK-002806,FIR-0001/2023,2023-02-12 23:54:30,2023-02-12,23:54:30,23,Sunday,February,2023,Punjab,Sahiwal,Mall Road,"Sector D, Mall Road",Mall Road PS,30.646645,73.097094,Drug Possession,Drug,Not Used,Male,44,Male,22.0,3.0,Released on Bail
PK-002807,FIR-0094/2023,2023-02-13 01:29:03,2023-02-13,01:29:03,1,Monday,February,2023,Punjab,Gujranwala,Model Town,Model Town Market,Model Town PS,32.16111,74.22714,Cattle Theft,Property,Not Used,Female,25,Male,14.0,1.0,Pending
PK-002808,FIR-0073/2023,2023-02-13 02:03:42,2023-02-13,02:03:42,2,Monday,February,2023,Punjab,Sargodha,Civil Lines,Civil Lines Park area,Civil Lines PS,32.123632,72.667171,Murder,Violent,Knife,Male,45,Male,33.0,1.0,Arrested
PK-002809,FIR-0004/2023,2023-02-13 02:18:16,2023-02-13,02:18:16,2,Monday,February,2023,Sindh,Karachi,DHA Karachi,Street near DHA Karachi Mosque,DHA Karachi PS,24.801216,67.041257,Burglary,Property,Not Used,Male,28,Male,25.0,1.0,Pending
PK-002810,FIR-0023/2023,2023-02-13 03:20:50,2023-02-13,03:20:50,3,Monday,February,2023,Punjab,Multan,New Multan,"House #568, New Multan",New Multan PS,30.233769,71.484159,Theft,Property,Not Used,Female,22,Male,21.0,1.0,Pending
PK-002811,FIR-0005/2023,2023-02-13 03:35:56,2023-02-13,03:35:56,3,Monday,February,2023,Punjab,Multan,Gulgasht Colony,"Plot 464, Gulgasht Colony",Gulgasht PS,30.245912,71.499325,Motor Vehicle Theft,Property,Not Used,Male,8,Male,33.0,1.0,Under Investigation
PK-002812,FIR-0067/2023,2023-02-13 07:00:15,2023-02-13,07:00:15,7,Monday,February,2023,Sindh,Hyderabad,Civil Lines,Near Civil Lines Chowk,Civil Lines PS,25.406777,68.343933,Burglary,Property,Not Used,Male,5,Unknown,,,Under Investigation
PK-002813,FIR-0015/2023,2023-02-13 08:26:35,2023-02-13,08:26:35,8,Monday,February,2023,Punjab,Multan,Vehari Road,Vehari Road Market,Cantt PS,30.181167,71.507252,Attempted Murder,Violent,Blunt Object,Male,47,Male,24.0,1.0,Arrested
PK-002814,FIR-0111/2023,2023-02-13 12:32:11,2023-02-13,12:32:11,12,Monday,February,2023,Punjab,Lahore,Model Town,"Sector D, Model Town",Model Town PS,31.481119,74.313644,Hurt / Assault,Violent,Not Used,Female,44,Unknown,,,Under Investigation
PK-002815,FIR-0060/2023,2023-02-13 14:25:32,2023-02-13,14:25:32,14,Monday,February,2023,Balochistan,Quetta,Old City,"Sector C, Old City",Old City PS,30.163045,66.972691,Hurt / Assault,Violent,Knife,Female,27,Male,35.0,1.0,Released on Bail
PK-002816,FIR-0079/2023,2023-02-13 20:13:52,2023-02-13,20:13:52,20,Monday,February,2023,Punjab,Multan,Old City,Old City Bus Stop,City PS,30.200137,71.473092,Hurt / Assault,Violent,Blunt Object,Female,13,Male,33.0,1.0,Arrested
PK-002817,FIR-0049/2023,2023-02-13 22:09:26,2023-02-13,22:09:26,22,Monday,February,2023,Sindh,Karachi,Korangi,Main Korangi Bazaar,Korangi PS,24.842221,67.151623,Burglary,Property,Not Used,Female,23,Male,36.0,1.0,Under Investigation
PK-002818,FIR-0087/2023,2023-02-14 05:42:56,2023-02-14,05:42:56,5,Tuesday,February,2023,Punjab,Multan,New Multan,Near New Multan Petrol Pump,New Multan PS,30.233259,71.47546,Drug Possession,Drug,Not Used,Female,30,Male,19.0,1.0,Arrested
PK-002819,FIR-0074/2023,2023-02-14 16:40:47,2023-02-14,16:40:47,16,Tuesday,February,2023,Punjab,Rawalpindi,Civil Lines,Near Civil Lines Petrol Pump,Civil Lines PS,33.601358,73.008975,Theft,Property,Not Used,Female,33,Male,35.0,1.0,Released on Bail
PK-002820,FIR-0080/2023,2023-02-14 20:34:48,2023-02-14,20:34:48,20,Tuesday,February,2023,Punjab,Multan,Wapda Town,Street near Wapda Town Mosque,Bosan Road PS,30.247532,71.486637,Motor Vehicle Theft,Property,Not Used,Male,31,Male,38.0,2.0,Under Investigation
PK-002821,FIR-0064/2023,2023-02-15 04:38:41,2023-02-15,04:38:41,4,Wednesday,February,2023,Punjab,Faisalabad,University Town,Main University Town Bazaar,University Town PS,31.481573,73.130369,Burglary,Property,Not Used,Female,65,Unknown,,,Pending
PK-002822,FIR-0009/2023,2023-02-15 08:22:36,2023-02-15,08:22:36,8,Wednesday,February,2023,Punjab,Multan,Shah Shams Colony,Near Shah Shams Colony Petrol Pump,Shah Shams PS,30.19472,71.481265,Murder,Violent,Firearm,Female,43,Unknown,,,Under Investigation
PK-002823,FIR-0029/2023,2023-02-15 10:06:37,2023-02-15,10:06:37,10,Wednesday,February,2023,Punjab,Multan,Chungi No. 9,Chungi No. 9 Bus Stop,New Multan PS,30.204375,71.468331,Robbery,Property,Firearm,Male,22,Male,33.0,3.0,Under Investigation
PK-002824,FIR-0026/2023,2023-02-15 11:57:47,2023-02-15,11:57:47,11,Wednesday,February,2023,Punjab,Multan,Northern Bypass,Northern Bypass Park area,Cantt PS,30.253486,71.45226,Theft,Property,Not Used,Male,30,Unknown,,,Pending
PK-002825,FIR-0095/2023,2023-02-15 16:37:08,2023-02-15,16:37:08,16,Wednesday,February,2023,Sindh,Karachi,Saddar,Saddar Park area,Saddar PS,24.8606,67.019716,Motor Vehicle Theft,Property,Not Used,Female,26,Unknown,,,Pending
PK-002826,FIR-0045/2023,2023-02-15 17:16:59,2023-02-15,17:16:59,17,Wednesday,February,2023,KPK,Peshawar,Old City,Street near Old City Mosque,Old City PS,34.014062,71.555126,Burglary,Property,Not Used,Male,16,Male,36.0,1.0,Under Investigation
PK-002827,FIR-0005/2023,2023-02-15 17:47:45,2023-02-15,17:47:45,17,Wednesday,February,2023,Sindh,Larkana,City Center,"Block 5, City Center",City Center PS,27.572744,68.216736,Motor Vehicle Theft,Property,Not Used,Male,57,Male,18.0,1.0,Arrested
PK-002828,FIR-0004/2023,2023-02-15 19:11:41,2023-02-15,19:11:41,19,Wednesday,February,2023,Punjab,Multan,Basti Malook,"Sector B, Basti Malook",Sadar PS,30.217808,71.42516,Domestic Violence,Violent,Not Used,Male,24,Male,31.0,1.0,Arrested
PK-002829,FIR-0058/2023,2023-02-15 21:28:16,2023-02-15,21:28:16,21,Wednesday,February,2023,KPK,Peshawar,Mall Road,"Block 2, Mall Road",Mall Road PS,33.982516,71.53178,Motor Vehicle Theft,Property,Not Used,Female,44,Male,14.0,1.0,Under Investigation
PK-002830,FIR-0023/2023,2023-02-16 01:21:22,2023-02-16,01:21:22,1,Thursday,February,2023,Sindh,Karachi,Korangi,Near Korangi Petrol Pump,Korangi PS,24.856321,67.148372,Cattle Theft,Property,Not Used,Male,32,Unknown,,,Pending
PK-002831,FIR-0038/2023,2023-02-16 03:25:41,2023-02-16,03:25:41,3,Thursday,February,2023,Punjab,Lahore,Gulberg,Gulberg Park area,Gulberg PS,31.527264,74.364463,Motor Vehicle Theft,Property,Not Used,Male,34,Male,23.0,3.0,Pending
PK-002832,FIR-0021/2023,2023-02-16 17:05:58,2023-02-16,17:05:58,17,Thursday,February,2023,ICT,Islamabad,University Town,University Town Service Road,University Town PS,33.685787,73.065151,Kidnapping / Abduction,Violent,Firearm,Male,11,Male,34.0,3.0,Arrested
PK-002833,FIR-0081/2023,2023-02-16 21:22:36,2023-02-16,21:22:36,21,Thursday,February,2023,Punjab,Sialkot,Civil Lines,"Plot 283, Civil Lines",Civil Lines PS,32.508507,74.50437,Drug Possession,Drug,Not Used,Male,40,Male,30.0,1.0,Arrested
PK-002834,FIR-0025/2023,2023-02-16 23:04:48,2023-02-16,23:04:48,23,Thursday,February,2023,Punjab,Lahore,Walled City,Walled City Park area,Walled City PS,31.584292,74.314944,Burglary,Property,Not Used,Male,13,Male,31.0,2.0,Pending
PK-002835,FIR-0009/2023,2023-02-18 07:13:41,2023-02-18,07:13:41,7,Saturday,February,2023,Punjab,Rawalpindi,Saddar,Saddar Bus Stop,Saddar PS,33.573738,73.032908,Robbery,Property,Not Used,Female,45,Male,37.0,2.0,Released on Bail
PK-002836,FIR-0101/2023,2023-02-18 07:35:30,2023-02-18,07:35:30,7,Saturday,February,2023,Punjab,Rawalpindi,Old City,Street near Old City Mosque,Old City PS,33.570751,73.042702,Murder,Violent,Blunt Object,Female,53,Unknown,,,Under Investigation
PK-002837,FIR-0064/2023,2023-02-18 12:00:45,2023-02-18,12:00:45,12,Saturday,February,2023,KPK,Swat,Saddar,Saddar Bus Stop,Saddar PS,35.210662,72.439982,Theft,Property,Not Used,Female,37,Unknown,,,Pending
PK-002838,FIR-0050/2023,2023-02-18 14:28:22,2023-02-18,14:28:22,14,Saturday,February,2023,Punjab,Multan,Buch Villas,"House #8, Buch Villas",Bosan Road PS,30.246965,71.49877,Hurt / Assault,Violent,Firearm,Female,43,Male,29.0,1.0,Released on Bail
PK-002839,FIR-0046/2023,2023-02-18 14:55:14,2023-02-18,14:55:14,14,Saturday,February,2023,Punjab,Bahawalpur,Model Town,Model Town Service Road,Model Town PS,29.429619,71.719688,Theft,Property,Not Used,Female,31,Unknown,,,Under Investigation
PK-002840,FIR-0014/2023,2023-02-19 00:50:32,2023-02-19,00:50:32,0,Sunday,February,2023,Punjab,Multan,Chowk Kumharanwala,Street near Chowk Kumharanwala Mosque,City PS,30.200965,71.479952,Theft,Property,Not Used,Male,27,Male,21.0,2.0,Under Investigation
PK-002841,FIR-0064/2023,2023-02-19 02:58:50,2023-02-19,02:58:50,2,Sunday,February,2023,Punjab,Multan,Old City,"Block 9, Old City",City PS,30.197193,71.471925,Attempted Murder,Violent,Knife,Female,26,Male,19.0,1.0,Released on Bail
PK-002842,FIR-0033/2023,2023-02-19 03:30:38,2023-02-19,03:30:38,3,Sunday,February,2023,Punjab,Lahore,Gulberg,"Sector E, Gulberg",Gulberg PS,31.524419,74.352103,Motor Vehicle Theft,Property,Not Used,Male,33,Male,27.0,1.0,Pending
PK-002843,FIR-0102/2023,2023-02-19 17:35:22,2023-02-19,17:35:22,17,Sunday,February,2023,Sindh,Hyderabad,City Center,City Center Bus Stop,City Center PS,25.429602,68.34773,Robbery,Property,Firearm,Female,45,Male,39.0,3.0,Arrested
PK-002844,FIR-0089/2023,2023-02-19 18:17:27,2023-02-19,18:17:27,18,Sunday,February,2023,Sindh,Hyderabad,Mall Road,Street near Mall Road Mosque,Mall Road PS,25.391801,68.366756,Theft,Property,Not Used,Female,6,Male,36.0,1.0,Pending
PK-002845,FIR-0024/2023,2023-02-19 20:05:12,2023-02-19,20:05:12,20,Sunday,February,2023,Punjab,Multan,Suraj Miani,Suraj Miani Bus Stop,Sadar PS,30.217895,71.422544,Burglary,Property,Not Used,Male,52,Unknown,,,Under Investigation
PK-002846,FIR-0107/2023,2023-02-20 01:14:31,2023-02-20,01:14:31,1,Monday,February,2023,Punjab,Bahawalpur,Model Town,Model Town Market,Model Town PS,29.384892,71.652193,Robbery,Property,Not Used,Female,29,Male,20.0,2.0,Arrested
PK-002847,FIR-0012/2023,2023-02-20 01:24:04,2023-02-20,01:24:04,1,Monday,February,2023,Punjab,Multan,Khanewal Road,Khanewal Road Service Road,Khanewal Bypass PS,30.194071,71.548376,Robbery,Property,Firearm,Male,44,Male,32.0,2.0,Released on Bail
PK-002848,FIR-0006/2023,2023-02-20 01:41:36,2023-02-20,01:41:36,1,Monday,February,2023,Sindh,Hyderabad,Industrial Area,Industrial Area Park area,Industrial Area PS,25.369756,68.370241,Burglary,Property,Not Used,Male,53,Unknown,,,Pending
PK-002849,FIR-0065/2023,2023-02-20 10:30:56,2023-02-20,10:30:56,10,Monday,February,2023,Punjab,Multan,Chungi No. 9,"Plot 464, Chungi No. 9",New Multan PS,30.204741,71.463598,Hurt / Assault,Violent,Not Used,Male,65,Male,14.0,2.0,Arrested
PK-002850,FIR-0108/2023,2023-02-20 13:09:37,2023-02-20,13:09:37,13,Monday,February,2023,Sindh,Hyderabad,Mall Road,"Block 1, Mall Road",Mall Road PS,25.378562,68.375694,Theft,Property,Not Used,Male,41,Male,25.0,1.0,Under Investigation
PK-002851,FIR-0033/2023,2023-02-21 01:08:05,2023-02-21,01:08:05,1,Tuesday,February,2023,Punjab,Lahore,Shadman,Shadman Service Road,Shadman PS,31.539193,74.332811,Robbery,Property,Not Used,Male,16,Male,18.0,3.0,Arrested
PK-002852,FIR-0119/2023,2023-02-21 09:52:37,2023-02-21,09:52:37,9,Tuesday,February,2023,Punjab,Multan,Vehari Road,Street near Vehari Road Mosque,Cantt PS,30.188415,71.511973,Theft,Property,Not Used,Female,42,Unknown,,,Pending
PK-002853,FIR-0030/2023,2023-02-21 16:17:45,2023-02-21,16:17:45,16,Tuesday,February,2023,Punjab,Lahore,Shadman,Shadman Market,Shadman PS,31.53932,74.329202,Attempted Murder,Violent,Firearm,Female,52,Male,21.0,2.0,Arrested
PK-002854,FIR-0019/2023,2023-02-21 16:53:33,2023-02-21,16:53:33,16,Tuesday,February,2023,Punjab,Lahore,Township,"House #726, Township",Township PS,31.444329,74.302689,Robbery,Property,Not Used,Female,35,Unknown,,,Pending
PK-002855,FIR-0029/2023,2023-02-21 18:13:53,2023-02-21,18:13:53,18,Tuesday,February,2023,Punjab,Faisalabad,University Town,"Block 7, University Town",University Town PS,31.444281,73.11027,Motor Vehicle Theft,Property,Not Used,Female,52,Male,27.0,1.0,Pending
PK-002856,FIR-0141/2023,2023-02-21 21:10:29,2023-02-21,21:10:29,21,Tuesday,February,2023,Punjab,Gujranwala,Saddar,"House #507, Saddar",Saddar PS,32.209975,74.207542,Cattle Theft,Property,Not Used,Male,40,Female,40.0,2.0,Pending
PK-002857,FIR-0048/2023,2023-02-22 06:17:13,2023-02-22,06:17:13,6,Wednesday,February,2023,Punjab,Rawalpindi,Airport Road,Near Airport Road Petrol Pump,Airport Road PS,33.530265,73.0397,Hurt / Assault,Violent,Knife,Female,48,Female,17.0,1.0,Arrested
PK-002858,FIR-0003/2023,2023-02-22 10:30:26,2023-02-22,10:30:26,10,Wednesday,February,2023,Punjab,Lahore,Township,Near Township Petrol Pump,Township PS,31.449586,74.306215,Rape,Violent,Not Used,Male,48,Unknown,,,Pending
PK-002859,FIR-0076/2023,2023-02-22 13:06:19,2023-02-22,13:06:19,13,Wednesday,February,2023,Punjab,Multan,Chungi No. 9,Chungi No. 9 Service Road,New Multan PS,30.208943,71.465116,Murder,Violent,Strangulation,Male,19,Male,22.0,1.0,Arrested
PK-002860,FIR-0016/2023,2023-02-22 17:24:55,2023-02-22,17:24:55,17,Wednesday,February,2023,Punjab,Lahore,Gulberg,Gulberg Bus Stop,Gulberg PS,31.522866,74.358555,Hurt / Assault,Violent,Firearm,Female,8,Male,45.0,1.0,Arrested
PK-002861,FIR-0165/2023,2023-02-22 22:33:15,2023-02-22,22:33:15,22,Wednesday,February,2023,Sindh,Hyderabad,Cantt,"House #793, Cantt",Cantt PS,25.383361,68.343607,Motor Vehicle Theft,Property,Not Used,Male,26,Unknown,,,Under Investigation
PK-002862,FIR-0013/2023,2023-02-22 22:41:14,2023-02-22,22:41:14,22,Wednesday,February,2023,KPK,Swat,Model Town,Model Town Market,Model Town PS,35.233098,72.463176,Burglary,Property,Not Used,Male,40,Unknown,,,Pending
PK-002863,FIR-0082/2023,2023-02-23 01:49:48,2023-02-23,01:49:48,1,Thursday,February,2023,Punjab,Bahawalpur,University Town,Near University Town Chowk,University Town PS,29.373338,71.697053,Theft,Property,Not Used,Male,44,Male,33.0,1.0,Pending
PK-002864,FIR-0004/2023,2023-02-23 03:01:53,2023-02-23,03:01:53,3,Thursday,February,2023,Sindh,Karachi,Clifton,"House #902, Clifton",Clifton PS,24.812143,67.026839,Theft,Property,Not Used,Male,19,Male,21.0,1.0,Pending
PK-002865,FIR-0007/2023,2023-02-23 09:40:37,2023-02-23,09:40:37,9,Thursday,February,2023,Punjab,Lahore,DHA Lahore,DHA Lahore Park area,DHA Lahore PS,31.472174,74.399195,Burglary,Property,Not Used,Female,28,Unknown,,,Pending
PK-002866,FIR-0067/2023,2023-02-23 09:57:04,2023-02-23,09:57:04,9,Thursday,February,2023,Balochistan,Quetta,Mall Road,Mall Road Service Road,Mall Road PS,30.165512,66.959392,Theft,Property,Not Used,Male,30,Male,27.0,1.0,Under Investigation
PK-002867,FIR-0004/2023,2023-02-23 11:15:35,2023-02-23,11:15:35,11,Thursday,February,2023,Punjab,Multan,Wapda Town,Wapda Town Service Road,Bosan Road PS,30.245497,71.492757,Hurt / Assault,Violent,Blunt Object,Male,11,Male,32.0,1.0,Arrested
PK-002868,FIR-0022/2023,2023-02-23 20:06:14,2023-02-23,20:06:14,20,Thursday,February,2023,ICT,Islamabad,Saddar,Saddar Market,Saddar PS,33.682184,73.040135,Domestic Violence,Violent,Not Used,Female,34,Male,30.0,3.0,Released on Bail
PK-002869,FIR-0017/2023,2023-02-23 23:27:49,2023-02-23,23:27:49,23,Thursday,February,2023,Sindh,Karachi,Korangi,Near Korangi Petrol Pump,Korangi PS,24.849714,67.14905,Cybercrime / Fraud,Cyber,Not Used,Male,31,Unknown,,,Pending
PK-002870,FIR-0031/2023,2023-02-23 23:48:31,2023-02-23,23:48:31,23,Thursday,February,2023,Punjab,Multan,Wapda Town,Near Wapda Town Petrol Pump,Bosan Road PS,30.243085,71.49117,Dacoity,Violent,Knife,Female,34,Unknown,,,Pending
PK-002871,FIR-0041/2023,2023-02-24 00:18:39,2023-02-24,00:18:39,0,Friday,February,2023,KPK,Abbottabad,Old City,"House #731, Old City",Old City PS,34.103727,73.174668,Dacoity,Violent,Knife,Male,46,Male,23.0,5.0,Arrested
PK-002872,FIR-0070/2023,2023-02-24 02:04:00,2023-02-24,02:04:00,2,Friday,February,2023,Punjab,Sahiwal,Civil Lines,"House #567, Civil Lines",Civil Lines PS,30.681048,73.077902,Drug Possession,Drug,Not Used,Female,28,Male,36.0,2.0,Released on Bail
PK-002873,FIR-0084/2023,2023-02-24 03:36:28,2023-02-24,03:36:28,3,Friday,February,2023,Punjab,Gujranwala,City Center,"Block 3, City Center",City Center PS,32.180963,74.186661,Motor Vehicle Theft,Property,Not Used,Female,24,Unknown,,,Pending
PK-002874,FIR-0005/2023,2023-02-24 05:40:47,2023-02-24,05:40:47,5,Friday,February,2023,Sindh,Karachi,Clifton,"Sector C, Clifton",Clifton PS,24.807089,67.023071,Cybercrime / Fraud,Cyber,Not Used,Female,32,Female,32.0,1.0,Pending
PK-002875,FIR-0028/2023,2023-02-24 07:46:29,2023-02-24,07:46:29,7,Friday,February,2023,Punjab,Lahore,Township,Main Township Bazaar,Township PS,31.44959,74.307136,Hurt / Assault,Violent,Not Used,Male,37,Unknown,,,Pending
PK-002876,FIR-0027/2023,2023-02-24 11:34:30,2023-02-24,11:34:30,11,Friday,February,2023,Punjab,Multan,Wapda Town,Wapda Town Market,Bosan Road PS,30.244565,71.486084,Theft,Property,Not Used,Female,41,Male,29.0,1.0,Pending
PK-002877,FIR-0012/2023,2023-02-24 15:26:03,2023-02-24,15:26:03,15,Friday,February,2023,KPK,Swat,Old City,"Sector D, Old City",Old City PS,35.246313,72.413254,Motor Vehicle Theft,Property,Not Used,Male,35,Male,28.0,1.0,Under Investigation
PK-002878,FIR-0058/2023,2023-02-24 18:23:07,2023-02-24,18:23:07,18,Friday,February,2023,Sindh,Hyderabad,Old City,Near Old City Chowk,Old City PS,25.398035,68.324184,Burglary,Property,Not Used,Female,45,Unknown,,,Pending
PK-002879,FIR-0114/2023,2023-02-24 19:44:08,2023-02-24,19:44:08,19,Friday,February,2023,Punjab,Bahawalpur,Old City,"Sector B, Old City",Old City PS,29.378609,71.667172,Robbery,Property,Firearm,Male,16,Male,22.0,3.0,Under Investigation
PK-002880,FIR-0168/2023,2023-02-24 21:31:02,2023-02-24,21:31:02,21,Friday,February,2023,Punjab,Lahore,Cantt,Cantt Service Road,Cantt PS,31.534009,74.418061,Theft,Property,Not Used,Female,25,Unknown,,,Pending
PK-002881,FIR-0091/2023,2023-02-24 23:32:06,2023-02-24,23:32:06,23,Friday,February,2023,Punjab,Gujranwala,City Center,"Block 2, City Center",City Center PS,32.139703,74.23549,Theft,Property,Not Used,Male,21,Male,29.0,1.0,Pending
PK-002882,FIR-0059/2023,2023-02-25 08:56:18,2023-02-25,08:56:18,8,Saturday,February,2023,Punjab,Multan,Basti Malook,Basti Malook Market,Sadar PS,30.208883,71.427173,Cattle Theft,Property,Not Used,Female,24,Male,30.0,2.0,Pending
PK-002883,FIR-0051/2023,2023-02-25 09:02:11,2023-02-25,09:02:11,9,Saturday,February,2023,Punjab,Faisalabad,Mall Road,Mall Road Market,Mall Road PS,31.43787,73.112851,Murder,Violent,Knife,Female,51,Male,23.0,1.0,Arrested
PK-002884,FIR-0020/2023,2023-02-25 15:10:07,2023-02-25,15:10:07,15,Saturday,February,2023,Sindh,Karachi,Korangi,"Sector C, Korangi",Korangi PS,24.841415,67.15382,Dacoity,Violent,Firearm,Male,43,Female,37.0,3.0,Arrested
PK-002885,FIR-0030/2023,2023-02-25 17:33:23,2023-02-25,17:33:23,17,Saturday,February,2023,Sindh,Karachi,Malir,Malir Park area,Malir PS,24.889818,67.208664,Motor Vehicle Theft,Property,Not Used,Male,37,Male,21.0,1.0,Pending
PK-002886,FIR-0091/2023,2023-02-25 18:00:22,2023-02-25,18:00:22,18,Saturday,February,2023,ICT,Islamabad,Airport Road,Airport Road Park area,Airport Road PS,33.686159,73.045456,Drug Possession,Drug,Not Used,Male,17,Male,19.0,2.0,Arrested
PK-002887,FIR-0009/2023,2023-02-25 18:13:19,2023-02-25,18:13:19,18,Saturday,February,2023,Punjab,Lahore,Iqbal Town,Main Iqbal Town Bazaar,Iqbal Town PS,31.494165,74.290113,Motor Vehicle Theft,Property,Not Used,Male,52,Male,21.0,2.0,Pending
PK-002888,FIR-0097/2023,2023-02-25 20:46:16,2023-02-25,20:46:16,20,Saturday,February,2023,KPK,Peshawar,Mall Road,"Block 9, Mall Road",Mall Road PS,34.018441,71.501056,Domestic Violence,Violent,Blunt Object,Male,35,Male,29.0,1.0,Arrested
PK-002889,FIR-0092/2023,2023-02-27 06:16:59,2023-02-27,06:16:59,6,Monday,February,2023,Sindh,Hyderabad,Civil Lines,Civil Lines Park area,Civil Lines PS,25.42039,68.331753,Drug Possession,Drug,Not Used,Male,51,Female,14.0,2.0,Released on Bail
PK-002890,FIR-0003/2023,2023-02-27 06:17:33,2023-02-27,06:17:33,6,Monday,February,2023,Punjab,Sargodha,Mall Road,"Sector D, Mall Road",Mall Road PS,32.076301,72.654316,Attempted Murder,Violent,Firearm,Female,20,Male,14.0,1.0,Arrested
PK-002891,FIR-0052/2023,2023-02-27 07:47:24,2023-02-27,07:47:24,7,Monday,February,2023,Punjab,Multan,Shujabad Road,Shujabad Road Market,Mumtazabad PS,30.14754,71.489194,Kidnapping / Abduction,Violent,Firearm,Male,48,Unknown,,,Under Investigation
PK-002892,FIR-0039/2023,2023-02-27 08:31:39,2023-02-27,08:31:39,8,Monday,February,2023,KPK,Peshawar,Model Town,Near Model Town Chowk,Model Town PS,34.036862,71.510837,Attempted Murder,Violent,Firearm,Female,13,Male,33.0,1.0,Under Investigation
PK-002893,FIR-0069/2023,2023-02-27 11:48:05,2023-02-27,11:48:05,11,Monday,February,2023,Punjab,Khanewal,Civil Lines,Civil Lines Park area,Civil Lines PS,30.320482,71.920158,Theft,Property,Not Used,Male,23,Male,34.0,1.0,Pending
PK-002894,FIR-0037/2023,2023-02-27 15:12:26,2023-02-27,15:12:26,15,Monday,February,2023,Punjab,Multan,Chungi No. 9,"Sector D, Chungi No. 9",New Multan PS,30.217788,71.473831,Theft,Property,Not Used,Female,41,Male,18.0,1.0,Arrested
PK-002895,FIR-0049/2023,2023-02-27 17:48:43,2023-02-27,17:48:43,17,Monday,February,2023,Sindh,Karachi,North Nazimabad,North Nazimabad Service Road,North Nazimabad PS,24.937707,67.03767,Hurt / Assault,Violent,Knife,Male,55,Male,32.0,1.0,Arrested
